favicon_source,favicon_status,favicon_url,foundry_id,foundry_name,foundry_url,release_count
fallback:/favicon.ico,ok,https://optimo.ch/favicon.ico,optimo,Optimo,https://optimo.ch,49
fallback:/favicon.ico,ok,https://www.suitcasetype.com/favicon.ico,suitcase-type-foundry,Suitcase Type Foundry,https://www.suitcasetype.com/,49
shortcut icon,ok,https://www.atipofoundry.com/assets/images/favicon.png,atipo,Atipo,https://www.atipofoundry.com/,47
icon,ok,https://connary.com/favicons/favicon-32x32.png,connary-fagen,Connary Fagen,https://connary.com,44
icon,ok,https://www.thatthattype.com/tenant-favicon/favicon-32x32.png,that-that-type,That That Type,https://www.thatthattype.com,44
icon,ok,https://ladd-design.com/assets/5b5852ff-751c-4506-82ff-7d8946862a29_carw_1x1x32.png,adam-ladd-design,Adam Ladd Design,https://ladd-design.com/,43
icon,ok,https://lauraworthingtondesign.com/favicon.svg,laura-worthington,Laura Worthington,https://lauraworthingtondesign.com/,42
shortcut icon,ok,https://muirmcneil.com/wp-content/themes/muirmcneil/images/mmcn_favicon4.ico,muirmcneil,MuirMcNeil,https://muirmcneil.com/,40
,not_found,,sharp-type,Sharp Type,https://sharptype.co,40
icon,ok,https://superiortype.com/favicon-96x96.png,superior-type,Superior Type,http://superiortype.com,40
icon,ok,https://images.squarespace-cdn.com/content/v1/5f197177c2b0542a57e1e105/43932b24-8baf-49d8-a253-588558ccdb61/favicon.ico?format=100w,the-northern-block,The Northern Block,https://thenorthernblock.co.uk/,40
icon,ok,https://images.squarespace-cdn.com/content/v1/571ea12f746fb9143714af34/1461907426148-SY8AIYGVPSQCCZ2IAXBY/favicon.ico?format=100w,pstl,PSTL,https://pstypelab.com/,36
icon,ok,https://www.briefcasetype.com/themes/briefcasetype/images/bc_favicon.png,briefcase-type-foundry,Briefcase Type Foundry,https://www.briefcasetype.com/,35
icon,ok,https://londontype.co.uk/images/icons/favicon.png,london-type-foundry,London Type Foundry,https://londontype.co.uk/,33
fallback:/favicon.ico,ok,https://capitalics.wtf/favicon.ico,capitalics-wtf,Capitalics WTF,https://capitalics.wtf,32
