authors,date_basis,foundry_id,foundry_name,foundry_url,has_trial,is_variable,name,raw_created_at,raw_featured_at,raw_last_enriched,raw_typeface_id,release_date,release_date_candidates_count,release_date_confidence,release_date_confidence_score,release_date_initial,release_date_source_type,release_date_source_url,release_status,release_year,scripts,source_id,source_name,source_url,styles
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Winslow Script,2026-02-25T06:47:38.481+00:00,,2026-02-10,winslow-script,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/winslow-title-script,released,2020,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/winslow-title-script,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Winslow,2026-02-25T06:47:38.481+00:00,,2026-02-10,winslow,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/winslow,released,2019,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/winslow,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Station,2026-02-25T06:47:38.479+00:00,,2026-02-10,station,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/station,released,2013,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/station,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Roadhouse,2026-02-25T06:47:38.477+00:00,,2026-02-10,roadhouse,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/roadhouse,released,2020,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/roadhouse,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Refinery,2026-02-25T06:47:38.477+00:00,,2026-02-10,refinery,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/refinery,released,2019,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/refinery,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Rainier,2026-02-25T06:47:38.477+00:00,,2026-02-10,rainier,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/rainier,released,2016,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/rainier,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Maxwell Slab,2026-02-25T06:47:38.473+00:00,,2026-02-10,maxwell-slab,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/maxwell-slab,released,2013,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/maxwell-slab,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Maxwell Sans,2026-02-25T06:47:38.473+00:00,,2026-02-10,maxwell-sans,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/maxwell-sans,released,2013,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/maxwell-sans,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Madley,2026-02-25T06:47:38.472+00:00,,2026-02-10,madley,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/madley,released,2021,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/madley,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Lunchbox Slab,2026-02-25T06:47:38.472+00:00,,2026-02-10,lunchbox-slab,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/lunchbox-slab,released,2013,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/lunchbox-slab,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Lunchbox,2026-02-25T06:47:38.472+00:00,,2026-02-10,lunchbox,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/lunchbox,released,2013,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/lunchbox,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Evanston Tavern,2026-02-25T06:47:38.466+00:00,,2026-02-10,evanston-tavern,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/evanston-tavern,released,2018,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/evanston-tavern,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Evanston Alehouse,2026-02-25T06:47:38.466+00:00,,2026-02-10,evanston-alehouse,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/evanston-alehouse,released,2017,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/evanston-alehouse,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Catalina,2026-02-25T06:47:38.462+00:00,,2026-02-10,catalina,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/catalina,released,2014,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/catalina,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,CPL Kirkwood,2026-02-25T06:47:38.464+00:00,,2026-02-10,cpl-kirkwood,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/cpl-kirkwood,released,2012,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/cpl-kirkwood,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Burford Rustic,2026-02-25T06:47:38.462+00:00,,2026-02-10,burford-rustic,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/burford-rustic,released,2015,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/burford-rustic,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Burford,2026-02-25T06:47:38.462+00:00,,2026-02-10,burford,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/burford,released,2015,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/burford,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Bourton Text,2026-02-25T06:47:38.461+00:00,,2026-02-10,bourton-text,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/bourton-text,released,2022,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/bourton-text,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Bourton Hand,2026-02-25T06:47:38.461+00:00,,2026-02-10,bourton-hand,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/bourton-hand,released,2017,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/bourton-hand,[]
[],created_at,kimmy-design,Kimmy Design,https://kimmydesign.com/,False,False,Bourton,2026-02-25T06:47:38.461+00:00,,2026-02-10,bourton,2026-02-25,1,low,0.35,2026-02-25,existing,https://kimmydesign.com/typeface/bourton,released,2016,[],catalog_snapshot,Catalog Snapshot,https://kimmydesign.com/typeface/bourton,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Snapshot,2026-02-25T06:47:38.478+00:00,,2026-02-25,snapshot,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/snapshot,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/snapshot,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Sequenz,2026-02-25T06:47:38.478+00:00,,2026-02-25,sequenz,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/sequenz,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/sequenz,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Queens Sans,2026-02-25T06:47:38.477+00:00,,2026-02-25,queens-sans,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/queens-sans,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/queens-sans,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Queens,2026-02-25T06:47:38.477+00:00,,2026-02-25,queens,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/queens,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/queens,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Plastique,2026-02-25T06:47:38.476+00:00,,2026-02-25,plastique,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/plastique,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/plastique,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Otomauk,2026-02-25T06:47:38.475+00:00,,2026-02-25,otomauk,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/otomauk,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/otomauk,[]
"[""William Montrose""]",created_at,kilotype,Kilotype,https://kilotype.de,False,False,Oldschool Grotesk,2026-02-25T06:47:38.475+00:00,,2026-02-25,oldschool-grotesk,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typeface/oldschool-grotesk,released,2019,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typeface/oldschool-grotesk,[]
"[""William Montrose""]",created_at,kilotype,Kilotype,https://kilotype.de,False,False,Oldschool Graphic,2026-02-25T06:47:38.475+00:00,,2026-02-25,oldschool-graphic,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/oldschool-graphic,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/oldschool-graphic,[]
"[""Selma Losch""]",created_at,kilotype,Kilotype,https://kilotype.de,False,False,Lofi Forest,2026-02-25T06:47:38.472+00:00,,2026-02-25,lofi-forest,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typefaces/lofi-forest,released,2024,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typefaces/lofi-forest,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Frequenz,2026-02-25T06:47:38.467+00:00,,2026-02-25,frequenz,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typeface/frequenz,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typeface/frequenz,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,Charlottenburg,2026-02-25T06:47:38.463+00:00,,2026-02-25,charlottenburg,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typeface/charlottenburg,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typeface/charlottenburg,[]
[],created_at,kilotype,Kilotype,https://kilotype.de,False,False,40 Degrees,2026-02-25T06:47:38.457+00:00,,2026-02-25,40-degrees,2026-02-25,1,low,0.35,2026-02-25,existing,https://kilotype.de/typeface/40-degrees,released,,[],catalog_snapshot,Catalog Snapshot,https://kilotype.de/typeface/40-degrees,[]
"[""Keya Vadgama""]",created_at,keya-vadgama,Keya Vadgama,,False,False,Mango,2026-02-25T06:47:38.473+00:00,,2026-02-15,mango,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.futurefonts.com/keya-vadgama/mango,released,2024,[],catalog_snapshot,Catalog Snapshot,https://www.futurefonts.com/keya-vadgama/mango,[]
[],created_at,kerns-cairns,Kerns & Cairns,https://www.kernsandcairns.com/,False,False,Firdevs,2026-02-25T06:47:38.466+00:00,,2026-02-03,firdevs,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.kernsandcairns.com/firdevs,released,,[],catalog_snapshot,Catalog Snapshot,https://www.kernsandcairns.com/firdevs,[]
[],created_at,kerns-cairns,Kerns & Cairns,https://www.kernsandcairns.com/,False,False,Apotek,2026-02-25T06:47:38.459+00:00,,2026-02-04,apotek,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.kernsandcairns.com/apotek,released,,[],catalog_snapshot,Catalog Snapshot,https://www.kernsandcairns.com/apotek,[]
"[""Kel Troughton""]",created_at,kel-troughton,Kel Troughton,,False,False,Oaks,2026-02-25T06:47:38.475+00:00,,2026-02-15,oaks,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.futurefonts.com/keltroughton/oaks,released,2019,[],catalog_snapshot,Catalog Snapshot,https://www.futurefonts.com/keltroughton/oaks,[]
"[""Alexander Örn Specimen PDF""]",created_at,kanon-foundry,Kanon Foundry,https://kanonfoundry.com,False,False,Operand,2026-02-25T06:47:38.475+00:00,,2026-02-03,operand,2026-02-25,1,low,0.35,2026-02-25,existing,https://kanonfoundry.com/operand,released,2021,[],catalog_snapshot,Catalog Snapshot,https://kanonfoundry.com/operand,[]
"[""Tor Weibull""]",created_at,kanon-foundry,Kanon Foundry,https://kanonfoundry.com,False,False,Diagol Grotesk,2026-02-25T06:47:38.464+00:00,,2026-02-04,diagol-grotesk,2026-02-25,1,low,0.35,2026-02-25,existing,https://kanonfoundry.com/diagol-grotesk,released,2021,[],catalog_snapshot,Catalog Snapshot,https://kanonfoundry.com/diagol-grotesk,[]
"[""Tor Weibull""]",created_at,kanon-foundry,Kanon Foundry,https://kanonfoundry.com,False,False,Clippy,2026-02-25T06:47:38.463+00:00,,2026-02-04,clippy,2026-02-25,1,low,0.35,2026-02-25,existing,https://kanonfoundry.com/clippy,released,,[],catalog_snapshot,Catalog Snapshot,https://kanonfoundry.com/clippy,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Realtime Text Rounded,2026-02-25T06:47:38.477+00:00,,2026-02-03,realtime-text-rounded,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/realtime-text-rounded,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/realtime-text-rounded,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Realtime Text,2026-02-25T06:47:38.477+00:00,,2026-02-03,realtime-text,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/realtime-text,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/realtime-text,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Realtime Stencil Rounded,2026-02-25T06:47:38.477+00:00,,2026-02-03,realtime-stencil-rounded,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/realtime-stencil-rounded,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/realtime-stencil-rounded,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Realtime Stencil,2026-02-25T06:47:38.477+00:00,,2026-02-03,realtime-stencil,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/realtime-stencil,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/realtime-stencil,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Realtime Rounded,2026-02-25T06:47:38.477+00:00,,2026-02-03,realtime-rounded,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/realtime-rounded,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/realtime-rounded,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Realtime,2026-02-25T06:47:38.477+00:00,,2026-02-03,realtime,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/realtime,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/realtime,[]
[],created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,True,Ralphi Sans,2026-02-25T06:47:38.477+00:00,,2026-02-03,ralphi-sans,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/ralphi-sans,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/ralphi-sans,[]
[],created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,True,Ralphi Round,2026-02-25T06:47:38.477+00:00,,2026-02-03,ralphi-round,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/ralphi-round,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/ralphi-round,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Patrima,2026-02-25T06:47:38.476+00:00,,2026-02-03,patrima,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/patrima,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/patrima,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,OBO Super,2026-02-25T06:47:38.475+00:00,,2026-02-03,obo-super,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/obo-super,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/obo-super,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,OBO Star,2026-02-25T06:47:38.475+00:00,,2026-02-03,obo-star,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/obo-star,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/obo-star,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,OBO Classic,2026-02-25T06:47:38.475+00:00,,2026-02-03,obo-classic,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/obo-classic,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/obo-classic,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,True,Meriko,2026-02-25T06:47:38.473+00:00,,2026-02-03,meriko,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/meriko,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/meriko,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,True,Lorne Variable,2026-02-25T06:47:38.472+00:00,,2026-02-03,lorne-variable,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/lorne-variable,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/lorne-variable,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Frontage Pro,2026-02-25T06:47:38.467+00:00,,2026-02-03,frontage-pro,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/frontage-pro,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/frontage-pro,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Frontage Condensed,2026-02-25T06:47:38.467+00:00,,2026-02-03,frontage-condensed,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/frontage-condensed,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/frontage-condensed,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Cobbler Sans,2026-02-25T06:47:38.463+00:00,,2026-02-04,cobbler-sans,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/cobbler-sans,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/cobbler-sans,[]
"[""Juri Zaech""]",created_at,juri-zaech,Juri Zaech,https://www.juri-zaech.com/,False,False,Cobbler,2026-02-25T06:47:38.463+00:00,,2026-02-04,cobbler,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.juri-zaech.com/fonts/cobbler,released,,[],catalog_snapshot,Catalog Snapshot,https://www.juri-zaech.com/fonts/cobbler,[]
"[""Edward Dżułaj""]",created_at,july-type,July Type,https://www.julytype.com/,False,True,Jt Picolo,2026-02-25T06:47:38.471+00:00,,2026-02-03,jt-picolo,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.julytype.com/typefaces/jt-picolo,released,2024,[],catalog_snapshot,Catalog Snapshot,https://www.julytype.com/typefaces/jt-picolo,[]
"[""Edward Dżułaj""]",created_at,july-type,July Type,https://www.julytype.com/,False,False,Jt Peleton,2026-02-25T06:47:38.471+00:00,,2026-02-03,jt-peleton,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.julytype.com/typefaces/jt-peleton,released,2024,[],catalog_snapshot,Catalog Snapshot,https://www.julytype.com/typefaces/jt-peleton,[]
[],created_at,july-type,July Type,https://www.julytype.com/,False,False,Jt Multona,2026-02-25T06:47:38.471+00:00,,2026-02-03,jt-multona,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.julytype.com/typefaces/jt-multona,released,2024,[],catalog_snapshot,Catalog Snapshot,https://www.julytype.com/typefaces/jt-multona,[]
"[""Pavel Pavlov""]",created_at,july-type,July Type,https://www.julytype.com/,False,False,JT Percy,2026-02-25T06:47:38.471+00:00,,2026-02-03,jt-percy,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.julytype.com/typefaces/jt-percy,released,,[],catalog_snapshot,Catalog Snapshot,https://www.julytype.com/typefaces/jt-percy,[]
"[""Ferdinand Del Fabbro""]",created_at,july-type,July Type,https://www.julytype.com/,False,True,JT Javel,2026-02-25T06:47:38.471+00:00,,2026-02-03,jt-javel,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.julytype.com/typefaces/jt-javel,released,,[],catalog_snapshot,Catalog Snapshot,https://www.julytype.com/typefaces/jt-javel,[]
"[""Rafał Buchner""]",created_at,july-type,July Type,https://www.julytype.com/,False,False,JT Cyrax Slab,2026-02-25T06:47:38.471+00:00,,2026-02-03,jt-cyrax-slab,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.julytype.com/typefaces/jt-cyrax-slab,released,,[],catalog_snapshot,Catalog Snapshot,https://www.julytype.com/typefaces/jt-cyrax-slab,[]
"[""Rafał Buchner""]",created_at,july-type,July Type,https://www.julytype.com/,False,False,JT Cyrax Sans,2026-02-25T06:47:38.471+00:00,,2026-02-03,jt-cyrax-sans,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.julytype.com/typefaces/jt-cyrax-sans,released,,[],catalog_snapshot,Catalog Snapshot,https://www.julytype.com/typefaces/jt-cyrax-sans,[]
[],created_at,jose-sole,José Solé,https://jmsole.cl/,False,False,Oobleck,2026-02-25T06:47:38.475+00:00,,2026-02-15,oobleck,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.futurefonts.com/josesole/oobleck,released,2023,[],catalog_snapshot,Catalog Snapshot,https://www.futurefonts.com/josesole/oobleck,[]
"[""Jonas Pelzer""]",created_at,jonas-type,Jonas Type,https://jonastype.com/,True,True,Scope,2026-02-25T06:47:38.478+00:00,,2026-02-15,scope,2026-02-25,1,low,0.35,2026-02-25,existing,https://jonastype.com/scope,released,2018,[],catalog_snapshot,Catalog Snapshot,https://jonastype.com/scope,[]
"[""Jonas Pelzer""]",created_at,jonas-type,Jonas Type,https://jonastype.com/,False,True,Fictional,2026-02-25T06:47:38.466+00:00,,2026-02-15,fictional,2026-02-25,1,low,0.35,2026-02-25,existing,https://jonastype.com/fictional,released,2021,[],catalog_snapshot,Catalog Snapshot,https://jonastype.com/fictional,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,San Clemente,2026-02-25T06:47:38.478+00:00,,2026-02-15,san-clemente,2026-02-25,1,low,0.35,2026-02-25,existing,https://jenwagner.co/products/san-clemente-a-carefree-script/,released,2017,[],catalog_snapshot,Catalog Snapshot,https://jenwagner.co/products/san-clemente-a-carefree-script/,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Mochi,2026-02-25T06:47:38.473+00:00,,2026-02-15,mochi-jen-wagner,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.fontspring.com/fonts/jen-wagner-co/mochi/mochi-outline,released,2019,[],catalog_snapshot,Catalog Snapshot,https://www.fontspring.com/fonts/jen-wagner-co/mochi/mochi-outline,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Los Angeles,2026-02-25T06:47:38.472+00:00,,2026-02-15,los-angeles,2026-02-25,1,low,0.35,2026-02-25,existing,https://jenwagner.co/products/los-angeles-a-multi-weight-font/,released,2018,[],catalog_snapshot,Catalog Snapshot,https://jenwagner.co/products/los-angeles-a-multi-weight-font/,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Jupiter Script,2026-02-25T06:47:38.471+00:00,,2026-02-15,jupiter,2026-02-25,1,low,0.35,2026-02-25,existing,https://www.fontspring.com/fonts/jen-wagner-co/jupiter-script/jupiter-script-regular,released,2017,[],catalog_snapshot,Catalog Snapshot,https://www.fontspring.com/fonts/jen-wagner-co/jupiter-script/jupiter-script-regular,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Jasper,2026-02-25T06:47:38.471+00:00,,2026-02-15,jasper,2026-02-25,1,low,0.35,2026-02-25,existing,https://creativemarket.com/jenwagnerco/3814734-Jasper-Font-with-Extras,released,2017,[],catalog_snapshot,Catalog Snapshot,https://creativemarket.com/jenwagnerco/3814734-Jasper-Font-with-Extras,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Jackson Script,2026-02-25T06:47:38.471+00:00,,2026-02-15,jackson-script,2026-02-25,1,low,0.35,2026-02-25,existing,https://jenwagner.co/products/jackson-script-a-romantic-script/,released,2017,[],catalog_snapshot,Catalog Snapshot,https://jenwagner.co/products/jackson-script-a-romantic-script/,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Founder's Hand,2026-02-25T06:47:38.466+00:00,,2026-02-15,founder-s-hand,2026-02-25,1,low,0.35,2026-02-25,existing,https://creativemarket.com/jenwagnerco/291870223-Founder%E2%80%99s-Hand-Handwritten-Notes,released,2018,[],catalog_snapshot,Catalog Snapshot,https://creativemarket.com/jenwagnerco/291870223-Founder%E2%80%99s-Hand-Handwritten-Notes,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Denver,2026-02-25T06:47:38.464+00:00,,2026-02-15,denver,2026-02-25,1,low,0.35,2026-02-25,existing,https://creativemarket.com/jenwagnerco/807993-Denver-A-Romantic-Sans-Serif,released,2016,[],catalog_snapshot,Catalog Snapshot,https://creativemarket.com/jenwagnerco/807993-Denver-A-Romantic-Sans-Serif,[]
[],created_at,jen-wagner-co,Jen Wagner Co.,https://jenwagner.co/,False,False,Brooklyn,2026-02-25T06:47:38.462+00:00,,2026-02-15,brooklyn-jen-wagner,2026-02-25,1,low,0.35,2026-02-25,existing,https://creativemarket.com/jenwagnerco/1201432-Brooklyn-Two-Weight-Font-Family,released,2018,[],catalog_snapshot,Catalog Snapshot,https://creativemarket.com/jenwagnerco/1201432-Brooklyn-Two-Weight-Font-Family,[]
