designer_id,foundry_id,role,source
mathis-el-idrissi,good-type-foundry,designer,designers.affiliations
mina-marinova,fontfabric,designer,designers.affiliations
minjong-kim,lineto,designer,designers.affiliations
shaymaa-hitou,ts-fonts,designer,designers.affiliations
adriana-garciduenas,death-of-typography,designer,designers.affiliations
adriana-garciduenas,adriana-garciduenas,designer,designers.affiliations
ben-mitchell,bold-monday,designer,designers.affiliations
ben-mitchell,nan,designer,designers.affiliations
ben-mitchell,rosetta,designer,designers.affiliations
benjamin-blaess,self-released,designer,designers.affiliations
benjamin-blaess,nan,designer,designers.affiliations
benjamin-dumond,grifi,designer,designers.affiliations
benjamin-dumond,plain-form,designer,designers.affiliations
benjamin-dumond,velvetyne,designer,designers.affiliations
benjamin-gomez,sharp-type,designer,designers.affiliations
benjamin-rouzaud,sudtipos,designer,designers.affiliations
benjamin-tuttle,commercial-type,designer,designers.affiliations
mario-de-libero,zetafonts,designer,designers.affiliations
mario-eskenazi,sudtipos,designer,designers.affiliations
mathis-payet,brutal-types,designer,designers.affiliations
matias-di-iorio,reset,designer,designers.affiliations
aleksandra-salumenkova,bold-monday,designer,designers.affiliations
mint-tantisuwanna,typotheque,designer,designers.affiliations
tsfonts,ts-fonts,designer,designers.affiliations
james-edmondson,oh-no-type-co,founder,designers.affiliations
james-edmondson,future-fonts,founder,designers.affiliations
jan-estrada-osmycki,tekio,designer,designers.affiliations
jan-estrada-osmycki,the-designers-foundry,designer,designers.affiliations
mitch-paone,monkey-type,designer,designers.affiliations
morgan-gilbert,velvetyne,designer,designers.affiliations
morris-fuller-benton,lanston-type-company,designer,designers.affiliations
mucho,tipografies,designer,designers.affiliations
muhittin-gunes,studio-muhittin-gunes,designer,designers.affiliations
muhittin-gunes,type-of-feeling,designer,designers.affiliations
marta-sanchez-marco,type-o-tones,designer,designers.affiliations
anne-dauphine-borione,daytona-mess,designer,designers.affiliations
anne-dauphine-borione,blaze-type,designer,designers.affiliations
anne-dauphine-borione,velvetyne,designer,designers.affiliations
mark-niemeijer,sm-foundry,designer,designers.affiliations
markus-john,the-designers-foundry,designer,designers.affiliations
markus-john,new-letters,designer,designers.affiliations
marta-bernstein,cast-type-foundry,designer,designers.affiliations
marte-verhaegen,black-foundry,designer,designers.affiliations
botjo-nikoltchev,carrois-type-design,designer,designers.affiliations
bruno-jacoby,gruppo-due,designer,designers.affiliations
bruno-maag,dalton-maag,designer,designers.affiliations
bruno-maag,self-released,designer,designers.affiliations
bruno-maag,kerns-cairns,designer,designers.affiliations
george-triantafyllakos,atypical,designer,designers.affiliations
george-triantafyllakos,typemates,designer,designers.affiliations
george-triantafyllakos,process-type-foundry,designer,designers.affiliations
john-morgan,abyme,designer,designers.affiliations
jonas-pelzer,jonas-type,designer,designers.affiliations
jonathan-calugi,zetafonts,designer,designers.affiliations
muk-monsalve,cast-type-foundry,designer,designers.affiliations
muk-monsalve,muk-monsalve,designer,designers.affiliations
mozilla,carrois-type-design,designer,designers.affiliations
muna-abdelhadi,east-of-rome,designer,designers.affiliations
muna-abdelhadi,manchester-type,designer,designers.affiliations
my-lan-thuong,sharp-type,designer,designers.affiliations
mykola-alyoshkin,kyiv-type-foundry,designer,designers.affiliations
nacir-imache,cast-type-foundry,designer,designers.affiliations
erkin-karamemet,dinamo,designer,designers.affiliations
erkin-karamemet,erkin-karamemet,designer,designers.affiliations
etienne-guegano,babelfont,designer,designers.affiliations
gianluca-sandrone,cast-type-foundry,designer,designers.affiliations
julie-patat,novo-typo,designer,designers.affiliations
julien-janiszewski,octotypo,designer,designers.affiliations
juliette-duhe,velvetyne,designer,designers.affiliations
julio-zukerman,type-of-feeling,designer,designers.affiliations
jungmyung-lee,jung-lee-type-foundry,designer,designers.affiliations
jungmyung-lee,helsinki-type-studio,designer,designers.affiliations
jurgen-huber,supertype,designer,designers.affiliations
justin-penner,delve-fonts,designer,designers.affiliations
nadezhda-polomoshnova,typetype-foundry,designer,designers.affiliations
namrata-goyal,universal-thirst,designer,designers.affiliations
nando-schmidlin,serpentype,designer,designers.affiliations
natalia-elichirigoity,sudtipos,designer,designers.affiliations
natalia-qadreh,dalton-maag,designer,designers.affiliations
natalie-rauch,typemates,designer,designers.affiliations
nathan-willis,rosetta,designer,designers.affiliations
nazareno-crea,abc-etc,designer,designers.affiliations
nazariy-kondratiuk,kyiv-type-foundry,designer,designers.affiliations
neelakash-kshetrimayum,tiro-typeworks,designer,designers.affiliations
neil-summerour,positype,designer,designers.affiliations
nick-job,rosetta,designer,designers.affiliations
khajag-apelian,dinamo,designer,designers.affiliations
khajag-apelian,david-jonathan-ross,designer,designers.affiliations
khajag-apelian,bold-monday,designer,designers.affiliations
khajag-apelian,mark-simonson-studio,designer,designers.affiliations
fabian-huber,tightype,designer,designers.affiliations
kseniya-karataeva,typetype-foundry,designer,designers.affiliations
kvetoslav-bartos,florian-karsten,designer,designers.affiliations
kyle-benson,very-cool-studio,designer,designers.affiliations
nick-losacco,riptype,designer,designers.affiliations
nick-misani,tipofili,designer,designers.affiliations
nick-sherman,hex-projects,designer,designers.affiliations
nick-sherman,hamilton-wood-type-collection,designer,designers.affiliations
nicola-todeschini,extraset,contributor,designers.affiliations
kyle-letendre,soft-type,designer,designers.affiliations
kyle-letendre,lost-type-co-op,designer,designers.affiliations
ondrej-job,setup-type,designer,designers.affiliations
ondrej-job,typotheque,designer,designers.affiliations
cem-eskinazi,occupant-fonts,designer,designers.affiliations
cesar-bourgeois,aieou-tools,designer,designers.affiliations
changchun-ye,black-foundry,designer,designers.affiliations
changseop-im,typetogether,designer,designers.affiliations
clement-le-tulle-neyret,electro-bibliotheque,designer,designers.affiliations
clement-le-tulle-neyret,205tf,designer,designers.affiliations
colin-kahn,lanston-type-company,designer,designers.affiliations
colin-kahn,p22-type-foundry,designer,designers.affiliations
rellence-type-foundry,ultra-kuhl,designer,designers.affiliations
leo-meuffels,kyiv-type-foundry,designer,designers.affiliations
lorenz-lopetz-gianfreda,typedifferent,designer,designers.affiliations
nik-thoenen,binnenland,designer,designers.affiliations
nikita-sapozhkov,contrast-foundry,designer,designers.affiliations
noel-leu,grilli-type,designer,designers.affiliations
nunzio-mazzaferro,collletttivo,designer,designers.affiliations
oceane-juvin,velvetyne,designer,designers.affiliations
chauncey-griffith,frere-jones-type,designer,designers.affiliations
chi-long-trieu,production-type,designer,designers.affiliations
loris-olivier,lo-ol-type,designer,designers.affiliations
loris-olivier,noheul-lee,designer,designers.affiliations
loris-olivier,lo-ol-type-foundry,designer,designers.affiliations
loris-olivier,mark-simonson-studio,designer,designers.affiliations
louise-fili,hamilton-wood-type-collection,designer,designers.affiliations
louise-fili,tipofili,designer,designers.affiliations
luc-as-de-groot,lucasfonts,designer,designers.affiliations
luca-pellegrini,lineto,designer,designers.affiliations
niklas-herrmann,optimo,designer,designers.affiliations
niklas-herrmann,ecal-typefaces,designer,designers.affiliations
niklas-herrmann,pangram-pangram,designer,designers.affiliations
niklas-herrmann,black-foundry,designer,designers.affiliations
nikola-kostic,type-collider,designer,designers.affiliations
nikola-kostic,bloom-type-foundry,designer,designers.affiliations
chris-skillern,tulsey-type,designer,designers.affiliations
chris-skillern,xyz-type,designer,designers.affiliations
christian-gruber,scifipoetry,designer,designers.affiliations
dave-west,house-industries,designer,designers.affiliations
diego-giaccone,sudtipos,designer,designers.affiliations
lucas-descroix,plain-form,designer,designers.affiliations
lucas-gini,blackletra,designer,designers.affiliations
lucas-pozzobon,tipotype,designer,designers.affiliations
lucas-sharp,sharp-type,designer,designers.affiliations
lucas-sharp,nuform,designer,designers.affiliations
lucia-etxebarria,sudtipos,designer,designers.affiliations
luciano-perondi,cast-type-foundry,designer,designers.affiliations
lucile-billot,tightype,designer,designers.affiliations
nina-stossinger,frere-jones-type,designer,designers.affiliations
nina-stossinger,overlap-type,designer,designers.affiliations
ninad-kale,indian-type-foundry,designer,designers.affiliations
david-mamie,extraset,designer,designers.affiliations
dimitri-bruni,binnenland,designer,designers.affiliations
luisa-leitenperger,harbor-type,designer,designers.affiliations
luka-nera-sibila,hot-type,designer,designers.affiliations
maciej-polczynski,le-laic,designer,designers.affiliations
maciej-polczynski,warsaw-types,designer,designers.affiliations
luis-mendo,type-o-tones,designer,designers.affiliations
lukas-paltram,self-released,designer,designers.affiliations
lukas-paltram,kerns-cairns,designer,designers.affiliations
lukas-schneider,revolver-type-foundry,designer,designers.affiliations
luzi-gantenbein,luzi-type,designer,designers.affiliations
lyubomir-popov,self-released,designer,designers.affiliations
lyubomir-popov,kerns-cairns,designer,designers.affiliations
maha-akl,sharp-type,designer,designers.affiliations
makoto-kamimura,detail-type-foundry,designer,designers.affiliations
matthieu-salvaggio,blaze-type,designer,designers.affiliations
matthieu-salvaggio,self-released,designer,designers.affiliations
noe-blanco,tipografies,designer,designers.affiliations
alex-blattmann,dalton-maag,designer,designers.affiliations
andrew-paglinawan,self-released,designer,designers.affiliations
deiverson-ribeiro,dalton-maag,designer,designers.affiliations
dirk-wachowiak,sudtipos,designer,designers.affiliations
mallikatype,29letters,designer,designers.affiliations
matthew-fenton,british-standard-type,designer,designers.affiliations
noel-pretorius,nm-type,designer,designers.affiliations
noheul-lee,lo-ol-type,designer,designers.affiliations
noheul-lee,noheul-lee,designer,designers.affiliations
noheul-lee,lo-ol-type-foundry,designer,designers.affiliations
noheul-lee,mark-simonson-studio,designer,designers.affiliations
nolan-paparelli,weltkern,designer,designers.affiliations
nora-bekes,lapagelepage,designer,designers.affiliations
norm,lineto,designer,designers.affiliations
novia-jonatan,sudtipos,designer,designers.affiliations
o-plerou-grebet,alt-tf,designer,designers.affiliations
o-plerou-grebet,o-plerou-studio,designer,designers.affiliations
christina-torre,p22-type-foundry,designer,designers.affiliations
dyana-weissman,kerns-cairns,Founder,designers.affiliations
jesse-ragan,xyz-type,partner,designers.affiliations
jesse-ragan,hoefler-co,designer,designers.affiliations
david-rericha,briefcase-type-foundry,designer,designers.affiliations
david-rericha,displaay-type-foundry,designer,designers.affiliations
donny-truong,swiss-typefaces,designer,designers.affiliations
dorian-delavault,en-travaux,designer,designers.affiliations
douglas-f-jones,mark-simonson-studio,designer,designers.affiliations
dries-wiewauters,font-club-belgica,designer,designers.affiliations
duong-tran,duong-tran,designer,designers.affiliations
edgar-capula,sudtipos,designer,designers.affiliations
malo-haffreingue,blaze-type,designer,designers.affiliations
mandy-elbe,velvetyne,designer,designers.affiliations
marcus-sterz,facetype,designer,designers.affiliations
octavio-pardo,pathfinders,designer,designers.affiliations
alice-savoie,tiro-typeworks,designer,designers.affiliations
alice-savoie,alice-savoie,designer,designers.affiliations
alina-gabidulova,typetype-foundry,designer,designers.affiliations
amelie-gallay,optimo,designer,designers.affiliations
amir-mahdi-moslehi,tptq-arabic,designer,designers.affiliations
cj-dunn,cj-type,designer,designers.affiliations
maria-montes,type-o-tones,designer,designers.affiliations
maria-jarzyna,cast-type-foundry,designer,designers.affiliations
maria-ramos,nm-type,designer,designers.affiliations
maria-ramos,tipografies,designer,designers.affiliations
ana-laydner,flavia-zimbardi,designer,designers.affiliations
ana-laydner,harbor-type,designer,designers.affiliations
marie-otsuka,occupant-fonts,designer,designers.affiliations
mario-feliciano,feliciano-type,designer,designers.affiliations
mariya-lish,inhouse-type,designer,designers.affiliations
mark-bloom,cotype,designer,designers.affiliations
mark-butchko,central-type,designer,designers.affiliations
mark-caneso,pstl,designer,designers.affiliations
mark-de-winne,typofonderie,designer,designers.affiliations
mark-de-winne,multitudes,founder,designers.affiliations
mark-fromberg,bold-monday,designer,designers.affiliations
oleh-lishchuk,mint-type,designer,designers.affiliations
oleksandr-parkhomovskyy,character-type,designer,designers.affiliations
olga-umpeleva,dinamo,designer,designers.affiliations
olga-umpeleva,olga-umpeleva,designer,designers.affiliations
oliver-reichenstein,self-released,designer,designers.affiliations
alaric-garnier,production-type,designer,designers.affiliations
craig-welsh,hamilton-wood-type-collection,designer,designers.affiliations
cristian-vargas,typozon,designer,designers.affiliations
emmanuel-besse,formagari,designer,designers.affiliations
emmanuel-besse,production-type,designer,designers.affiliations
emmanuel-rey,swiss-typefaces,designer,designers.affiliations
en-travaux,en-travaux,designer,designers.affiliations
erasmo-ciufo,cast-type-foundry,designer,designers.affiliations
erik-marinovich,nuform,designer,designers.affiliations
erik-marinovich,sharp-type,designer,designers.affiliations
martha-sue-coursey,that-s-weirdo-stuff,designer,designers.affiliations
martin-laksman,sudtipos,designer,designers.affiliations
max-miedinger,dalton-maag,designer,designers.affiliations
max-miedinger,typotheque,designer,designers.affiliations
olexa-volochay,typetype-foundry,designer,designers.affiliations
adrien-troy,blaze-type,designer,designers.affiliations
angel-koziupa,sudtipos,designer,designers.affiliations
ethan-cohen,vectro,designer,designers.affiliations
ethan-cohen,dinamo,designer,designers.affiliations
estudio-mariscal,type-o-tones,designer,designers.affiliations
martin-majoor,martin-majoor,designer,designers.affiliations
olga-kovalenko,contrast-foundry,designer,designers.affiliations
ani-dimitrova,fontfabric,designer,designers.affiliations
cristobal-henestrosa,sudtipos,designer,designers.affiliations
crt-mate,dotless-type,designer,designers.affiliations
cyla-costa,naipe-foundry,designer,designers.affiliations
cyla-costa,plau,designer,designers.affiliations
elena-peralta,dalton-maag,designer,designers.affiliations
joanna-angulska,the-northern-block,designer,designers.affiliations
jochem-ruijgrok,brutal-types,designer,designers.affiliations
johan-debit,double-b-type,designer,designers.affiliations
martin-tiefenthaler,facetype,designer,designers.affiliations
martin-vacha,displaay-type-foundry,designer,designers.affiliations
tarek-alsawwa,ts-fonts,Founder & Type Designer,designers.affiliations
dan-cederholm,simplebits,designer,designers.affiliations
dan-rhatigan,bijou-type,designer,designers.affiliations
dan-rhatigan,reber-r41,designer,designers.affiliations
ethan-nakache,the-designers-foundry,designer,designers.affiliations
ethan-nakache,blaze-type,designer,designers.affiliations
ethan-nakache,writtenshape,designer,designers.affiliations
ethan-nakache,displaay-type-foundry,designer,designers.affiliations
fabio-haag,dalton-maag,designer,designers.affiliations
michael-jarboe,aesthetic-type,designer,designers.affiliations
michael-neugebauer,kyiv-type-foundry,designer,designers.affiliations
dan-milne,retype,designer,designers.affiliations
aida-sakkal,typetogether,designer,designers.affiliations
andree-paat,dinamo,designer,designers.affiliations
andree-paat,tupokompanii,designer,designers.affiliations
antonio-grass,bastarda-type,designer,designers.affiliations
bonnie-shaver-troup,self-released,designer,designers.affiliations
federico-parra-barrios,205tf,designer,designers.affiliations
fer-cozzi,fer-cozzi,designer,designers.affiliations
ishar-hawkins,wisetype,designer,designers.affiliations
michael-parson,typogama,designer,designers.affiliations
michael-rafailyk,michael-rafailyk,designer,designers.affiliations
michael-sharanda,self-released,designer,designers.affiliations
michael-stickley,p22-type-foundry,designer,designers.affiliations
ondrej-bachor,ecal-typefaces,designer,designers.affiliations
oscar-cobo,tipografies,designer,designers.affiliations
filip-despotovic,out-of-the-dark,designer,designers.affiliations
filip-kraus,briefcase-type-foundry,designer,designers.affiliations
heinz-schumann,p22-type-foundry,designer,designers.affiliations
hirbod-lotfian,black-foundry,designer,designers.affiliations
alain-rodriguez,ott-ornamental-title-type,designer,designers.affiliations
ferran-milan,letterjuice,designer,designers.affiliations
ferran-milan,type-o-tones,designer,designers.affiliations
ferran-milan,tipografies,designer,designers.affiliations
matej-vojtus,regular-lines,designer,designers.affiliations
hind-djafer,ts-fonts,designer,designers.affiliations
brandon-nickerson,brandon-nickerson-studio,designer,designers.affiliations
carl-j-kurtz,carl-j-kurtz,founder,designers.affiliations
diogo-rapazote,dalton-maag,designer,designers.affiliations
eran-ben-barak,rosetta,designer,designers.affiliations
eran-ben-barak,ecal-typefaces,designer,designers.affiliations
fang-ping-lin,sharp-type,designer,designers.affiliations
felix-braden,floodfonts-type-foundry,designer,designers.affiliations
felix-braden,ligature-type,designer,designers.affiliations
francisco-galvez-pizarro,pampatype,designer,designers.affiliations
francisco-galvez-pizarro,quintana-font,designer,designers.affiliations
mateusz-machalski,capitalics-wtf,designer,designers.affiliations
mateusz-machalski,warsaw-types,designer,designers.affiliations
mathhieu-cortat,205tf,designer,designers.affiliations
mathieu-desjardins,pangram-pangram,designer,designers.affiliations
mathieu-reguer,self-released,designer,designers.affiliations
mathieu-reguer,production-type,designer,designers.affiliations
mathieu-reguer,rosetta,designer,designers.affiliations
anita-jurgeleit,typethis-studio,designer,designers.affiliations
david-marshall,dalton-maag,designer,designers.affiliations
david-montserrat,tipografies,designer,designers.affiliations
etienne-aubert-bonn,coppers-and-brasses,designer,designers.affiliations
felix-pfaffli,studio-feixen-fonts,designer,designers.affiliations
fredrik-gruber,letters-from-sweden,designer,designers.affiliations
gaston-fuoco,sudtipos,designer,designers.affiliations
gaston-uribe,compania-tipografica-de-chile,designer,designers.affiliations
jan-maack,ivy-foundry,designer,designers.affiliations
jan-novak,allcaps,designer,designers.affiliations
max-bittrof,fdi-type-foundry,designer,designers.affiliations
micha-strukov,cstm-fonts,designer,designers.affiliations
enric-jardi,type-o-tones,designer,designers.affiliations
felix-rufin,type-o-tones,designer,designers.affiliations
albert-jan-pool,typemates,designer,designers.affiliations
anze-versnik,dotless-type,designer,designers.affiliations
dmitry-rastvortsev,brownfox,designer,designers.affiliations
julien-simon,en-travaux,designer,designers.affiliations
alanna-munro,arcane-type-foundry,designer,designers.affiliations
alanna-munro,lost-type-co-op,designer,designers.affiliations
dohee-lee,bold-monday,designer,designers.affiliations
fer-rodriguez,tipografies,designer,designers.affiliations
forth-back,the-designers-foundry,designer,designers.affiliations
francesca-bolognini,pangram-pangram,designer,designers.affiliations
francesca-bolognini,dalton-maag,designer,designers.affiliations
francesca-bolognini,tptq-arabic,designer,designers.affiliations
matthew-smith,tipofili,designer,designers.affiliations
matthias-beck,p22-type-foundry,designer,designers.affiliations
dogukan-karapinar,element-type-foundry,designer,designers.affiliations
dogukan-karapinar,element-type,designer,designers.affiliations
oswald-bruce-cooper,barnhart-brothers-spindler,Type Designer,designers.affiliations
matthieu-cortat,205tf,designer,designers.affiliations
ralph-du-carrois,carrois-type-design,designer,designers.affiliations
ralph-du-carrois,bbox-type,Founder,designers.affiliations
matthieu-dillier,bleifrei-type,designer,designers.affiliations
paco-gonzalez,resistenza-type-foundry,designer,designers.affiliations
panagiotis-haratzopoulos,dinamo,designer,designers.affiliations
panagiotis-haratzopoulos,letters-from-sweden,designer,designers.affiliations
aldus-de-losa,sudtipos,designer,designers.affiliations
ariel-di-lisio,nodo-type-foundry,designer,designers.affiliations
ariel-di-lisio,sudtipos,designer,designers.affiliations
fulvio-bisca,reber-r41,designer,designers.affiliations
harold-curwen,p22-type-foundry,designer,designers.affiliations
studio-and,delve-fonts,designer,designers.affiliations
harrison-marshall,frost,designer,designers.affiliations
isia-yurovsky,maxitype,designer,designers.affiliations
kiril-zlatkov,fontfabric,designer,designers.affiliations
matthijs-herzberg,herzberg-design-co,designer,designers.affiliations
matvii-masliukov,kyiv-type-foundry,designer,designers.affiliations
panco-sassano,sudtipos,designer,designers.affiliations
georg-trump,weber,Type Designer,designers.affiliations
michael-clark,p22-type-foundry,designer,designers.affiliations
olivia-king,the-eponymous-studio,designer,designers.affiliations
olivia-king,olivia-king,designer,designers.affiliations
patrick-griffin,canada-type,designer,designers.affiliations
patrick-griffin,hamilton-wood-type-collection,designer,designers.affiliations
patrick-griffin,p22-type-foundry,designer,designers.affiliations
paul-d-hunt,hamilton-wood-type-collection,designer,designers.affiliations
paul-d-hunt,lanston-type-company,designer,designers.affiliations
paul-d-hunt,p22-type-foundry,designer,designers.affiliations
giambattista-bodoni,lanston-type-company,designer,designers.affiliations
greg-lindy,lux-typo,designer,designers.affiliations
max-esnee,production-type,designer,designers.affiliations
max-esnee,plomb-type,designer,designers.affiliations
max-phillips,signal-type-foundry,designer,designers.affiliations
maxim-zhukov,rosetta,designer,designers.affiliations
maxime-fittes,ma-ma-type,designer,designers.affiliations
michele-patane,cinetype,designer,designers.affiliations
michele-patane,dalton-maag,designer,designers.affiliations
michele-patane,cast-type-foundry,designer,designers.affiliations
michele-patane,vocal-type,designer,designers.affiliations
olivier-gourvat,mostardesign-type-foundry,designer,designers.affiliations
felipe-casaprima,naipe-foundry,designer,designers.affiliations
gael-etienne,optimo,designer,designers.affiliations
gaetan-baehr,black-foundry,designer,designers.affiliations
henning-skibbe,character-type,designer,designers.affiliations
jeppe-pendrup,playtype,designer,designers.affiliations
maxime-gau,hamilton-wood-type-collection,designer,designers.affiliations
maxime-gau,faire-type,designer,designers.affiliations
maxime-matias,weltkern,designer,designers.affiliations
maximilian-inzinger,office-for-personal-responsibility,designer,designers.affiliations
maximilian-inzinger,office-of-personal-responsibility,designer,designers.affiliations
may-jolivet,velvetyne,designer,designers.affiliations
megan-eiswerth,self-released,designer,designers.affiliations
meir-sadan,rosetta,designer,designers.affiliations
michael-want,p22-type-foundry,designer,designers.affiliations
patricia-hickson,london-type-foundry,designer,designers.affiliations
miguel-gallardo,type-o-tones,designer,designers.affiliations
fernando-caro,dalton-maag,designer,designers.affiliations
fernando-caro,self-released,designer,designers.affiliations
fernando-caro,kerns-cairns,designer,designers.affiliations
fernando-mello,tiro-typeworks,designer,designers.affiliations
juanjo-millas,sudtipos,designer,designers.affiliations
michael-hochleitner,typejockeys,designer,designers.affiliations
michael-mischler,binnenland,designer,designers.affiliations
michal-chrastina,contextype,designer,designers.affiliations
michelangelo-nigra,dinamo,designer,designers.affiliations
michele-galluzzo,fantasia-type,designer,designers.affiliations
miguel-contreras,tortilla-studio,designer,designers.affiliations
miguel-reyes,commercial-type,designer,designers.affiliations
mihael-sandro,hot-type,designer,designers.affiliations
mika-melvas,melvastype,designer,designers.affiliations
mike-abbink,bold-monday,designer,designers.affiliations
mike-beens,p22-type-foundry,designer,designers.affiliations
olli-meier,production-type,designer,designers.affiliations
fernando-diaz,reset,Co-Founder,designers.affiliations
fabian-fohrer,tightype,designer,designers.affiliations
fabian-harb,dinamo,designer,designers.affiliations
fabrizio-falcone,cast-type-foundry,designer,designers.affiliations
fabrizio-falcone,blaze-type,designer,designers.affiliations
fatih-hardal,typografische,designer,designers.affiliations
michel-derre,black-foundry,designer,designers.affiliations
miles-newlyn,newlyn,designer,designers.affiliations
milos-mitrovic,gradient,designer,designers.affiliations
paul-renner,f37,designer,designers.affiliations
paul-renner,typetogether,designer,designers.affiliations
paul-renner,lanston-type-company,designer,designers.affiliations
paul-sturm,universal-thirst,designer,designers.affiliations
paloma-brancato-plana,ott-ornamental-title-type,designer,designers.affiliations
anna-remm,groteskly-yours-studio,designer,designers.affiliations
bboxtype,carrois-type-design,designer,designers.affiliations
bboxtype,bbox-type,Founder,designers.affiliations
carmen-nacher,c-type,designer,designers.affiliations
caterina-santullo,caterina-santullo,designer,designers.affiliations
cecilia-del-castillo,beam-type,designer,designers.affiliations
hitesh-malaviya,universal-thirst,designer,designers.affiliations
susanna-dulkinys,carrois-type-design,designer,designers.affiliations
cecilia-erlich,f37,designer,designers.affiliations
clemens-buchegger,laucke-siebein-type,developer,designers.affiliations
david-jones,cubictype,designer,designers.affiliations
fiona-ross,tiro-typeworks,designer,designers.affiliations
fiona-ross,rosetta,designer,designers.affiliations
hongshuang-fu,notyourtype-foundry,designer,designers.affiliations
howard-kettler,dalton-maag,designer,designers.affiliations
paul-van-der-laan,bold-monday,designer,designers.affiliations
paula-mastrangelo,brutal-types,designer,designers.affiliations
paula-mastrangelo,retype,designer,designers.affiliations
pauline-fourest,spaghetype,designer,designers.affiliations
pauline-fourest,blaze-type,designer,designers.affiliations
pavel-emelyanov,typetype-foundry,designer,designers.affiliations
pedro-arilla,arillatype-studio,designer,designers.affiliations
monica-maccaux,ampersand-type-foundry,designer,designers.affiliations
edenspiekermann,carrois-type-design,designer,designers.affiliations
pedro-leal,adotbelow,designer,designers.affiliations
pedro-leal,dstype,designer,designers.affiliations
pedro-gonzalez,type-o-tones,designer,designers.affiliations
david-lyttleton,p22-type-foundry,designer,designers.affiliations
david-schatz,out-of-the-dark,designer,designers.affiliations
hrant-papazian,the-microfoundry,Founder,designers.affiliations
jen-hood,hoodzpah,designer,designers.affiliations
jen-hood,fort-foundry,designer,designers.affiliations
joana-correia,nova-type-foundry,designer,designers.affiliations
joana-ranito,universal-thirst,designer,designers.affiliations
joana-ranito,self-released,designer,designers.affiliations
sven-voelker,carrois-type-design,designer,designers.affiliations
sven-voelker,bbox-type,Type Designer,designers.affiliations
fontwerk,carrois-type-design,designer,designers.affiliations
fontwerk,fontwerk,,designers.affiliations
alphabet-type,carrois-type-design,designer,designers.affiliations
alphabet-type,bbox-type,Founder,designers.affiliations
david-sudweeks,nondescript,designer,designers.affiliations
david-suid,w-type-foundry,designer,designers.affiliations
david-udoh,afrotype,designer,designers.affiliations
david-williams,manchester-type,designer,designers.affiliations
david-williams,east-of-rome,designer,designers.affiliations
debi-sementelli,debi-sementelli,Founder,designers.affiliations
hubert-jocham,hubert-jocham-type,designer,designers.affiliations
hugh-morse,weekend-type,designer,designers.affiliations
hugh-morse,sociotype,designer,designers.affiliations
hugo-le-corre,hlc-type,designer,designers.affiliations
panos-vassiliou,parachute-type-foundry,designer,designers.affiliations
pascal-zoghbi,29letters,designer,designers.affiliations
carrois-type-design,carrois-type-design,designer,designers.affiliations
carrois-type-design,bbox-type,Founder & Type Designer,designers.affiliations
alessia-mazzarella,typeland,Co-Founder,designers.affiliations
alessia-mazzarella,mark-simonson-studio,designer,designers.affiliations
alex-chumak,kyiv-type-foundry,designer,designers.affiliations
delve-withrington,delve-fonts,designer,designers.affiliations
demetrio-mancini,cast-type-foundry,designer,designers.affiliations
denis-kegler,p22-type-foundry,designer,designers.affiliations
devalence,optimo,designer,designers.affiliations
fermin-guerrero,fuerte-type,designer,designers.affiliations
nick-shinn,shinntype,designer,designers.affiliations
nicolas-dupuis,blaze-type,designer,designers.affiliations
nicolas-eigenheer,optimo,designer,designers.affiliations
peter-wiegel,velvetyne,designer,designers.affiliations
gregor-maria-sahl,erkin-karamemet,designer,designers.affiliations
grilli-type,grilli-type,designer,designers.affiliations
grilli-type,self-released,designer,designers.affiliations
guido-schneider,bfgs-studio,designer,designers.affiliations
huw-williams,sharp-type,designer,designers.affiliations
huw-williams,nuform,designer,designers.affiliations
huw-williams,celine-hurka-type-foundry,designer,designers.affiliations
huy-le,death-of-typography,designer,designers.affiliations
ilya-bazhanov,briefcase-type-foundry,designer,designers.affiliations
ilya-bazhanov,displaay-type-foundry,designer,designers.affiliations
loan-bottex,proof-of-words,designer,designers.affiliations
ramiro-oblitas,letters-from-sweden,designer,designers.affiliations
r-hunter-middleton,ludlow,Director of Type Design,designers.affiliations
guillaume-berry,marmite-defontes,designer,designers.affiliations
miranda-roth-kirchmeyer,hamilton-wood-type-collection,designer,designers.affiliations
miranda-roth-kirchmeyer,lanston-type-company,designer,designers.affiliations
miranda-roth-kirchmeyer,p22-type-foundry,designer,designers.affiliations
mirco-schiavone,razzia-type,designer,designers.affiliations
mirela-belova,type-forward,designer,designers.affiliations
mirela-belova,fontfabric,designer,designers.affiliations
niklas-ekholm,helsinki-type-studio,designer,designers.affiliations
nikola-djurek,typotheque,designer,designers.affiliations
pilar-cano,dalton-maag,designer,designers.affiliations
pilar-cano,letterjuice,designer,designers.affiliations
pilar-cano,type-o-tones,designer,designers.affiliations
pilar-cano,tipografies,designer,designers.affiliations
pilar-cano,self-released,designer,designers.affiliations
pilar-cano,kerns-cairns,designer,designers.affiliations
here,carrois-type-design,designer,designers.affiliations
here,bbox-type,Founder,designers.affiliations
benjamin-woodlock,abstract-office,designer,designers.affiliations
berthold-wolpe,out-of-the-dark,designer,designers.affiliations
gwennina-moigne,blaze-type,designer,designers.affiliations
haakon-spencer,british-standard-type,designer,designers.affiliations
hamish-muir,muirmcneil,designer,designers.affiliations
