designer_id,foundry_id,role,source
jay-schaul,lost-type-co-op,Illustration,designers.affiliations
ana-pena,bastarda-type,designer,designers.affiliations
antoine-elsensohn,electro-bibliotheque,designer,designers.affiliations
christoph-koeberlin,sportsfonts,designer,designers.affiliations
christoph-koeberlin,hvd-fonts,designer,designers.affiliations
christoph-koeberlin,nan,designer,designers.affiliations
christoph-koeberlin,fontwerk,designer,designers.affiliations
lynne-yun,space-type,designer,designers.affiliations
lynne-yun,hamilton-wood-type-collection,designer,designers.affiliations
danelle-cheney,lost-type-co-op,Admin Assistant,designers.affiliations
michael-spitz,lost-type-co-op,Typeface,designers.affiliations
antonella-sartorelli,cast-type-foundry,designer,designers.affiliations
igor-petrovic,nostalgic-dolphin-studio,"Founder, Graphic and Type Designer",designers.affiliations
nostalgic-dolphin-studio,nostalgic-dolphin-studio,"Founder, Graphic and Type Designer",designers.affiliations
cade-cran,lost-type-co-op,Art,designers.affiliations
eli-horn,lost-type-co-op,Typeface,designers.affiliations
antonio-delisiis,blaze-type,designer,designers.affiliations
antonio-delisiis,formula-type,Type Designer,designers.affiliations
amr-bakr,hassen-khattak,designer,designers.affiliations
arne-freytag,fontador,designer,designers.affiliations
jacques-le-bailly,caketype,designer,designers.affiliations
jad-maza,tunera,designer,designers.affiliations
jad-maza,blaze-type,designer,designers.affiliations
jad-maza,jad-maza,designer,designers.affiliations
jaimey-shapey,david-jonathan-ross,designer,designers.affiliations
jakob-fangmeier,eponymous-studio,designer,designers.affiliations
jakob-fangmeier,jakob-fangmeier,designer,designers.affiliations
james-clough,cast-type-foundry,designer,designers.affiliations
james-grieshaber,hamilton-wood-type-collection,designer,designers.affiliations
james-grieshaber,lanston-type-company,designer,designers.affiliations
james-grieshaber,p22-type-foundry,designer,designers.affiliations
james-smith,unittype,designer,designers.affiliations
eric-mortensen,lost-type-co-op,Typeface,designers.affiliations
jim-leszczynski,lost-type-co-op,Typeface,designers.affiliations
andy-mangold,lost-type-co-op,Typeface,designers.affiliations
coert-de-decker,kustomtype,Type Designer & Graphic Artist,designers.affiliations
amy-hood,hoodzpah,designer,designers.affiliations
amy-hood,fort-foundry,designer,designers.affiliations
ana-laura-ferraz,plau,designer,designers.affiliations
antonina-zhulkova,typetype-foundry,designer,designers.affiliations
jamie-chang,manic-type,designer,designers.affiliations
jan-egbers,celine-hurka-type-foundry,designer,designers.affiliations
jan-egbers,ops-type,designer,designers.affiliations
jan-filipek,dizajndesign,designer,designers.affiliations
dai-foldes,lost-type-co-op,Typeface,designers.affiliations
ricky-rinaldi,aiyari-studio,"Co Founder, Type Director",designers.affiliations
nick-nedashkovsky,schrift-foundry,"Font Engineering, Collaborator",designers.affiliations
nauel-benku,schrift-foundry,Team Member,designers.affiliations
ana-sanikidze,rosetta,designer,designers.affiliations
ana-sanikidze,dinamo,designer,designers.affiliations
ana-sanikidze,east-of-rome,designer,designers.affiliations
chorong-kim,typetogether,designer,designers.affiliations
chorong-kim,bold-monday,designer,designers.affiliations
chorong-kim,typotheque,designer,designers.affiliations
chorong-kim,tptq-arabic,designer,designers.affiliations
ben-dalrymple,lost-type-co-op,designer,designers.affiliations
martina-meier,nouvelle-noire,designer,designers.affiliations
ksenia-erulevich,cyreal,designer,designers.affiliations
aisyah-rahmasari,aiyari-studio,"Co Founder, Director",designers.affiliations
dmitry-pilikov,schrift-foundry,"Type Designer, Art Director",designers.affiliations
antonio-d-elisiis,abc-etc,designer,designers.affiliations
antonio-d-elisiis,monkey-type,designer,designers.affiliations
florian-beyeler,bleifrei-type,designer,designers.affiliations
florian-runge,nan,designer,designers.affiliations
fontef,cotype,designer,designers.affiliations
trevor-baum,lost-type-co-op,designer,designers.affiliations
jeremy-mickel,mckl,designer,designers.affiliations
jeremy-mickel,house-industries,designer,designers.affiliations
flavio-morais,type-o-tones,designer,designers.affiliations
aprian-sembada,aiyari-studio,Type Designer,designers.affiliations
sveta-vinogradova,schrift-foundry,Team Member,designers.affiliations
anatole-couteau,lineto,designer,designers.affiliations
andre-parraga,tipotype,designer,designers.affiliations
andrea-churchill-wong,rosetta,designer,designers.affiliations
jack-niblett,british-standard-type,designer,designers.affiliations
jamie-clarke,jamie-clarke-type,designer,designers.affiliations
jamie-otelsberg,oh-no-type-co,designer,designers.affiliations
jim-flora,p22-type-foundry,designer,designers.affiliations
jim-lyles,self-released,designer,designers.affiliations
jim-lyles,hamilton-wood-type-collection,designer,designers.affiliations
jiri-rathousky,briefcase-type-foundry,designer,designers.affiliations
jason-mark-jones,lost-type-co-op,designer,designers.affiliations
dave-coleman,lost-type-co-op,designer,designers.affiliations
sergej-lebedev,sergej-lebedev,Founder,designers.affiliations
olga-luchanok,serebryakov-type-foundry,designer,designers.affiliations
anton-moglia,anton-moglia,designer,designers.affiliations
cecep-nur-rohim,aiyari-studio,Jr. Type Designer,designers.affiliations
sarah-jacobs,swell-type,Production Assistance & Marketing,designers.affiliations
andrea-herstowski,self-released,designer,designers.affiliations
andrea-tartarelli,reber-r41,designer,designers.affiliations
andrea-tartarelli,zetafonts,designer,designers.affiliations
leni-kamilia,aiyari-studio,Graphic Designer,designers.affiliations
frederic-goudy,lanston-type-company,designer,designers.affiliations
frederic-goudy,p22-type-foundry,designer,designers.affiliations
jean-francois-porchez,typofonderie,designer,designers.affiliations
jeremie-gauthier,almarena,designer,designers.affiliations
jonathan-fabreguettes,typographies-fr,designer,designers.affiliations
arve-b,letterwerk,designer,designers.affiliations
isabel-urbina-pena,isabel-urbina-pena,founder & art director,designers.affiliations
nyima-marin,calame-bureau,designer,designers.affiliations
ricka-rahmatiany,aiyari-studio,Copywriter & Traffic,designers.affiliations
andreas-seidel,astype-fonts,designer,designers.affiliations
angel-kwong,dalton-maag,designer,designers.affiliations
gabor-kothay,p22-type-foundry,designer,designers.affiliations
gabriel-klancar,dotless-type,designer,designers.affiliations
gabriel-markan,universal-thirst,designer,designers.affiliations
gabriel-martinez-meave,sudtipos,designer,designers.affiliations
gabriel-richter,nice-to-type,designer,designers.affiliations
gabriel-richter,fontwerk,designer,designers.affiliations
gabriela-eskenazi,sudtipos,designer,designers.affiliations
gabriele-fumero,ecal-typefaces,designer,designers.affiliations
david-pearson,commercial-type,Graphic design,designers.affiliations
catalina-kulczar,isabel-urbina-pena,designer,designers.affiliations
berlin-regiana-nurulloh,aiyari-studio,Graphic Designer,designers.affiliations
jakob-fischer,pizzadude,Founder,designers.affiliations
andrei-ograda,ograda-type-co,designer,designers.affiliations
andrei-robu,typeverything,designer,designers.affiliations
andrei-robu,cantrell-type,designer,designers.affiliations
anja-meiners,bbox-type,designer,designers.affiliations
charles-maze,abyme,designer,designers.affiliations
jonas-schneider,nice-to-type,designer,designers.affiliations
emil-martirosian,commercial-type,Studio manager,designers.affiliations
tim-speaker,au-type-foundry,Professor,designers.affiliations
drewes-mcfarling,swell-type,Production Assistance,designers.affiliations
eugene-yukechev,schrift-foundry,"Founder, Typographer, Type Designer",designers.affiliations
andrej-sevcik,narrow-type,designer,designers.affiliations
aubrey-hays,frere-jones-type,designer,designers.affiliations
joachim-muller-lance,delve-fonts,designer,designers.affiliations
unwind,bold-monday,designer,designers.affiliations
paul-mylecharane,matter-of-sorts,designer,designers.affiliations
johannes-neumeier,rosetta,designer,designers.affiliations
berton-hasebe,commercial-type,designer,designers.affiliations
john-roshell,swell-type,Founder & Designer,designers.affiliations
john-roshell,comicraft,Co-founder,designers.affiliations
ariel-brandolini,reber-r41,designer,designers.affiliations
jasper-de-waard,bold-monday,designer,designers.affiliations
barbara-bigosinska,blast-foundry,designer,designers.affiliations
barbara-bigosinska,bold-monday,designer,designers.affiliations
barbara-bigosinska,caketype,designer,designers.affiliations
juanlu-ortiz,t1-foundry,designer,designers.affiliations
stuart-geddes,matter-of-sorts,designer,designers.affiliations
matthieu-visentin,ecal-typefaces,designer,designers.affiliations
mauricio-adasme,w-type-foundry,designer,designers.affiliations
andrew-bellamy,otherwhere-collective,designer,designers.affiliations
benoit-bodhuin,bb-bureau,designer,designers.affiliations
jose-carratala,29letters,designer,designers.affiliations
forest-dempsey,swell-type,Production Assistance & Photography,designers.affiliations
boom-promphan-suksumek,bold-monday,designer,designers.affiliations
boom-promphan-suksumek,boomtype,designer,designers.affiliations
boom-promphan-suksumek,dinamo,designer,designers.affiliations
saskia,mojomox-fonts,founder,designers.affiliations
john-hudson,tiro-typeworks,designer,designers.affiliations
jon-zabalegui,arillatype-studio,designer,designers.affiliations
jonathan-hill,the-northern-block,designer,designers.affiliations
joona-louhi,domicile-foundry,designer,designers.affiliations
warren-taylor,matter-of-sorts,designer,designers.affiliations
rustam-gabbasov,schrift-foundry,"Co-founder, Writer, Publisher",designers.affiliations
vladimir-pushkarev,schrift-foundry,"Web Developer, Visual System Manager",designers.affiliations
andrij-shevchenko,zakznak,designer,designers.affiliations
borys-kosmynka,capitalics-wtf,designer,designers.affiliations
georg-salden,ludwigtype,designer,designers.affiliations
georges-peignot,lanston-type-company,designer,designers.affiliations
gerard-sierra,gs-type,designer,designers.affiliations
jose-scaglione,typetogether,designer,designers.affiliations
knaz-uiyamathiti,david-jonathan-ross,designer,designers.affiliations
brad-haylock,matter-of-sorts,designer,designers.affiliations
jose-manuel-uros,type-o-tones,designer,designers.affiliations
ari-kardashev,schrift-foundry,"Photographer, Instagram Production",designers.affiliations
natalia-gareeva,schrift-foundry,Team Member,designers.affiliations
arya-purohit,sharp-type,designer,designers.affiliations
bas-jacobs,underware,designer,designers.affiliations
daniel-stuhlpfarrer,t1-foundry,designer,designers.affiliations
joseph-w-phinney,lanston-type-company,designer,designers.affiliations
joshua-darden,darden-studio,designer,designers.affiliations
joshua-darden,hoefler-co,designer,designers.affiliations
the-company-you-keep,matter-of-sorts,designer,designers.affiliations
promphan,bold-monday,designer,designers.affiliations
promphan-suksumek-available-styles,bold-monday,designer,designers.affiliations
maks-ilyinov,schrift-foundry,"Font Engineering, Tester Development",designers.affiliations
bethany-heck,david-jonathan-ross,designer,designers.affiliations
erin-mclaughlin,bold-monday,designer,designers.affiliations
erin-mclaughlin,the-northern-block,designer,designers.affiliations
erin-mclaughlin,hoefler-co,designer,designers.affiliations
josse-pyl,jung-lee-type-foundry,designer,designers.affiliations
jozef-ondrik,regular-lines,designer,designers.affiliations
juan-pablo-del-peral,huerta-tipografica,designer,designers.affiliations
juan-pablo-fajardo,bastarda-type,designer,designers.affiliations
juanjo-lopez,manufacturas-tipograficas-madrilenas,designer,designers.affiliations
juho-hiilivirta,helsinki-type-studio,designer,designers.affiliations
jules-janssen,celine-hurka-type-foundry,designer,designers.affiliations
jules-janssen,velvetyne,designer,designers.affiliations
julia-flomm,moontype,designer,designers.affiliations
ziga-testen,matter-of-sorts,designer,designers.affiliations
dirk-uhlenbrock-designerspieter-van-rosmalenpromphan,bold-monday,designer,designers.affiliations
mike-abbink-available-styles,bold-monday,designer,designers.affiliations
juan-davila,type-o-tones,designer,designers.affiliations
juan-luis-blanco,blancoletters,designer,designers.affiliations
juan-luis-blanco,type-o-tones,designer,designers.affiliations
alisa-vorobey,schrift-foundry,Team Member,designers.affiliations
brian-brubaker,fort-foundry,designer,designers.affiliations
julian-moncada,arillatype-studio,designer,designers.affiliations
juliana-pedemonte,sudtipos,designer,designers.affiliations
julie-soudanne,lift-type,designer,designers.affiliations
julien-fincker,fincker-font-cuisine,designer,designers.affiliations
julienne-richard,velvetyne,designer,designers.affiliations
julieta-ulanovsky,sudtipos,designer,designers.affiliations
pieter-van-rosmalen-available-styles,bold-monday,designer,designers.affiliations
gustavo-ferreira,hipertipo,founder & type designer,designers.affiliations
julien-priez,self-released,designer,designers.affiliations
julien-priez,bureau-brut,designer,designers.affiliations
julien-priez,oh-no-type-co,designer,designers.affiliations
julien-priez,commercial-type,designer,designers.affiliations
richard-starkings,comicraft,Co-founder,designers.affiliations
kai-bernau,commercial-type,designer,designers.affiliations
anna-stepanovska,rosetta,designer,designers.affiliations
anna-stepanovska,tiro-typeworks,designer,designers.affiliations
dino-dos-santos,adotbelow,designer,designers.affiliations
dino-dos-santos,dstype,designer,designers.affiliations
egor-golovyrin,process-type-foundry,designer,designers.affiliations
ekaluck-peanpanawate,typotheque,designer,designers.affiliations
ekaluck-peanpanawate,tptq-arabic,designer,designers.affiliations
jurgen-wiegand,brandon-nickerson-studio,designer,designers.affiliations
justine-herbel,velvetyne,designer,designers.affiliations
kage-gustafsson,nymark-type,designer,designers.affiliations
wayne-thompson,australian-type-foundry,founder & type designer,designers.affiliations
kaja-slojewska,tandem-type,designer,designers.affiliations
kaja-slojewska,tiro-typeworks,designer,designers.affiliations
raymond-larabie,typodermic-fonts,Founder,designers.affiliations
betsy-schuster,queertype,designer,designers.affiliations
haider-muhdi,f37,designer,designers.affiliations
kalapi-gajjar,universal-thirst,designer,designers.affiliations
kalapi-gajjar,dalton-maag,designer,designers.affiliations
kalapi-gajjar,self-released,designer,designers.affiliations
kamil-kurzajewski,rosetta,designer,designers.affiliations
kamyab-jafari,sharp-type,designer,designers.affiliations
kamyab-jafari,nuform,designer,designers.affiliations
karlgeorg-hoefer,p22-type-foundry,designer,designers.affiliations
kathy-milici,sudtipos,designer,designers.affiliations
katja-schimmel,grilli-type,designer,designers.affiliations
james-montalbano,terminal-design,Founder,designers.affiliations
karl-klauss,p22-type-foundry,designer,designers.affiliations
erica-jung,pintassilgoprints-fonts,Founder,designers.affiliations
anton-studer,nouvelle-noire,designer,designers.affiliations
assylbek-umurzak,typetype-foundry,designer,designers.affiliations
botio-nikoltchev,lettersoup,designer,designers.affiliations
eugene-tantsurin,groteskly-yours-studio,designer,designers.affiliations
keussel,velvetyne,designer,designers.affiliations
kevin-cantrell,cantrell-type,designer,designers.affiliations
kevin-cantrell,typeverything,designer,designers.affiliations
kevin-cantrell,workhorse-type-foundry,designer,designers.affiliations
kevin-foley,kevin-foley-fonts,Founder,designers.affiliations
khai-quang-nguyen,poem,designer,designers.affiliations
leo-phili,f37,designer,designers.affiliations
carolina-laudon,laudon-design,Founder,designers.affiliations
terminal-design,terminal-design,designer,designers.affiliations
edgar-walthert-available-styles,bold-monday,designer,designers.affiliations
ricardo-marcin,pintassilgoprints-fonts,Founder,designers.affiliations
aleksandra-samu-enkova,bold-monday,designer,designers.affiliations
steve-jackaman,rooster-fonts,British typography expert,designers.affiliations
kia-tasbihgou,sharp-type,designer,designers.affiliations
paul-van-der-laan-available-styles,bold-monday,designer,designers.affiliations
kim-kyeongsik,black-foundry,designer,designers.affiliations
kimya-gandhi,29letters,designer,designers.affiliations
kimya-gandhi,dinamo,designer,designers.affiliations
kimya-gandhi,mota-italic,designer,designers.affiliations
kirill-maslov,typetype-foundry,designer,designers.affiliations
klaus-richter,nice-to-type,designer,designers.affiliations
klio-peng,sharp-type,designer,designers.affiliations
krista-radoeva,29letters,designer,designers.affiliations
krista-radoeva,self-released,designer,designers.affiliations
krista-radoeva,grilli-type,designer,designers.affiliations
krista-radoeva,rosetta,designer,designers.affiliations
kristin-krause,dinamo,designer,designers.affiliations
kristyan-sarkis,typotheque,designer,designers.affiliations
kristyan-sarkis,tptq-arabic,designer,designers.affiliations
australian-type-foundry,australian-type-foundry,designer,designers.affiliations
anya-danilova,typetogether,designer,designers.affiliations
anya-danilova,arrowtype,designer,designers.affiliations
oliver-jeschke,ogj-type,Founder,designers.affiliations
stephen-banham,letterbox,"Founder, Typographer, Writer and Educator",designers.affiliations
arief-nurcahyo-nugroho,type-of-feeling,designer,designers.affiliations
ferdinand-del-fabbro,blaze-type,designer,designers.affiliations
ferdinand-del-fabbro,july-type,designer,designers.affiliations
laura-csocsan,outline-online,designer,designers.affiliations
laura-csocsan,type-of-feeling,designer,designers.affiliations
laura-csocsan,ecal-typefaces,designer,designers.affiliations
alberto-moreu,formula-type,Type Designer,designers.affiliations
laurent-bourcellier,typographies-fr,designer,designers.affiliations
lauri-toikka,schick-toikka,designer,designers.affiliations
lea-bruneau,production-type,designer,designers.affiliations
lea-pradine,velvetyne,designer,designers.affiliations
leandro-castelao,sudtipos,designer,designers.affiliations
eyal-holtzman-available-styles,bold-monday,designer,designers.affiliations
laura-klamburg,type-o-tones,designer,designers.affiliations
lee-yun-xuan,death-of-typography,designer,designers.affiliations
lu-leitenperger,plau,designer,designers.affiliations
elena-genova,my-creative-land,Type Designer,designers.affiliations
aziz-bouyabrine,zetafonts,designer,designers.affiliations
leo-philp,cast-type-foundry,designer,designers.affiliations
leo-philp,f37,designer,designers.affiliations
leon-hugues,blaze-type,designer,designers.affiliations
leon-hugues,positype,designer,designers.affiliations
leon-hugues,cast-type-foundry,designer,designers.affiliations
leon-hugues,tightype,designer,designers.affiliations
leon-hugues,nan,designer,designers.affiliations
lettermatic,lettermatic,designer,designers.affiliations
andrey-popovich,stereo-typefaces,Lettering artist (Badass Moon),designers.affiliations
matyas-barton,briefcase-type-foundry,designer,designers.affiliations
yanek-iontef-available-styles,bold-monday,designer,designers.affiliations
josh-ownby,josh-ownby,Type Designer,designers.affiliations
aurele-sack,lineto,designer,designers.affiliations
celine-hurka,celine-hurka-type-foundry,designer,designers.affiliations
celine-hurka,velvetyne,designer,designers.affiliations
celine-hurka,wisetype,designer,designers.affiliations
lewis-mcguffie,east-of-rome,designer,designers.affiliations
lewis-mcguffie,manchester-type,designer,designers.affiliations
dominic-hofstede,matter-of-sorts,designer,designers.affiliations
sean-delloro,stereo-typefaces,designer,designers.affiliations
daniel-sabino,blackletra,designer,designers.affiliations
daniel-sabino,type-o-tones,designer,designers.affiliations
maximage,maxitype,designer,designers.affiliations
greg-thompson,greg-thompson-type,Type Designer,designers.affiliations
valery-golyzhenkov,letterhead-fonts,Type Designer,designers.affiliations
filippo-sgarlata,zetafonts,designer,designers.affiliations
li-jian,typotheque,designer,designers.affiliations
li-jian,tptq-arabic,designer,designers.affiliations
linnea-lundquist,mvb-fonts,designer,designers.affiliations
lino-prieto,ruben-prol,designer,designers.affiliations
linus-boman,self-released,designer,designers.affiliations
liron-lavi-turkenich,david-jonathan-ross,designer,designers.affiliations
lisa-fischbach,typemates,designer,designers.affiliations
lisa-huang,29letters,designer,designers.affiliations
lisa-huang,lo-ol-type-foundry,designer,designers.affiliations
lisa-semrau,skrr-type,designer,designers.affiliations
liza-rasskazova,contrast-foundry,designer,designers.affiliations
lizy-gershenzon,vectro,designer,designers.affiliations
luka-prelog,type-salon,designer,designers.affiliations
luka-prelog,dotless-type,designer,designers.affiliations
minjoo-ham,minjoo-ham,designer,designers.affiliations
minjoo-ham,hypertype,designer,designers.affiliations
lisa-schultz,schriftlabor,designer,designers.affiliations
stephane-lopes,stereo-typefaces,designer,designers.affiliations
diana-ovezea-available-styles,bold-monday,designer,designers.affiliations
tony-mayers,rooster-fonts,British type designer,designers.affiliations
ariel-martin-perez,tunera,designer,designers.affiliations
ariel-martin-perez,velvetyne,designer,designers.affiliations
francesco-canovaro,zetafonts,designer,designers.affiliations
francois-robert,delve-fonts,designer,designers.affiliations
lora-dimitrova,fontfabric,designer,designers.affiliations
stereo-typefaces,stereo-typefaces,designer,designers.affiliations
schrofer-in,bold-monday,designer,designers.affiliations
abdelrahman-farahat,ts-fonts,designer,designers.affiliations
joe-graham,buy-fonts-save-lives,Curator,designers.affiliations
franziska-hubmann,dalton-maag,designer,designers.affiliations
jacques-le-bailly-available-styles,bold-monday,designer,designers.affiliations
frau-jenson,p22-type-foundry,designer,designers.affiliations
laure-boer,laucke-siebein-type,designer,designers.affiliations
laurene-girbal,blaze-type,designer,designers.affiliations
laurenz-brunner,source-type,designer,designers.affiliations
laurenz-brunner,lineto,designer,designers.affiliations
laurette-colmard,letters-from-sweden,designer,designers.affiliations
lora-shtirkova,bold-monday,designer,designers.affiliations
vincent-chan,matter-of-sorts,founder & type designer,designers.affiliations
mouli-marur,xo-type-co,designer,designers.affiliations
cesar-puertas-available-styles,bold-monday,designer,designers.affiliations
yuri-gordon,letterhead-fonts,Type Designer,designers.affiliations
art-grootfontein,art-grootfontein,designer,designers.affiliations
brian-j-bonislawsky,debi-sementelli,Contributor,designers.affiliations
kostas-bartsokas,eponymous-studio,designer,designers.affiliations
kostas-bartsokas,the-designers-foundry,designer,designers.affiliations
kostas-bartsokas,fontfabric,designer,designers.affiliations
kostas-bartsokas,foundry5,designer,designers.affiliations
kostas-bartsokas,kostas-bartsokas,designer,designers.affiliations
kostas-bartsokas,monokrom,designer,designers.affiliations
louna-castano-lafon,production-type,designer,designers.affiliations
lu-ronderos,sudtipos,designer,designers.affiliations
luboslav-boyanov,type-forward,designer,designers.affiliations
lucie-urbankova,rosetta,designer,designers.affiliations
lucrezia-noro,ecal-typefaces,designer,designers.affiliations
maksym-kobuzan,blaze-type,designer,designers.affiliations
maksym-kobuzan,zakznak,designer,designers.affiliations
maksym-kobuzan,pangram-pangram,designer,designers.affiliations
maksym-kobuzan,t1-foundry,designer,designers.affiliations
rodrigo-ramirez,frescotype,designer,designers.affiliations
heiko-gunther,kiosk-fonts,Co-founder,designers.affiliations
w-a-dwiggins,linotype,Type Designer,designers.affiliations
marian-misiak,threedotstype,designer,designers.affiliations
mark-jamra,typeculture-com,designer,designers.affiliations
mark-jamra,typeculture,designer,designers.affiliations
mark-van-leeuwen,mark-van-leeuwen,designer,designers.affiliations
neil-panchal,u-s-graphics-company,designer,designers.affiliations
arthur-baker,p22-type-foundry,designer,designers.affiliations
celine-odermatt,lineto,designer,designers.affiliations
andrea-leksen,leksen-design,Designer,designers.affiliations
arnaud-chemin,heavyweight,designer,designers.affiliations
arnaud-chemin,dinamo,designer,designers.affiliations
arnaud-chemin,ott-ornamental-title-type,designer,designers.affiliations
mark-julien-hahn,softdrive-r-foundry,founder & type designer,designers.affiliations
joan-barjau,type-o-tones,designer,designers.affiliations
luna-claes,working-title,designer,designers.affiliations
massimo-gonzato,cast-type-foundry,designer,designers.affiliations
jasper-de-waard-available-styles,bold-monday,designer,designers.affiliations
dirk-uhlenbrock,bold-monday,designer,designers.affiliations
adrien-midzic,pizza-typefaces,designer,designers.affiliations
alfonso-garcia,f37,designer,designers.affiliations
matteo-bologna,muccatypo,designer,designers.affiliations
anagha-narayanan,sharp-type,designer,designers.affiliations
luna-delabre,velvetyne,designer,designers.affiliations
maria-fontenelle,dalton-maag,designer,designers.affiliations
maria-simova,fontfabric,designer,designers.affiliations
mark-van-wageningen,novo-typo,designer,designers.affiliations
mathew-prada,bastarda-type,designer,designers.affiliations
matthew-butterick,mb-type,designer,designers.affiliations
noam-benatar,ecal-typefaces,designer,designers.affiliations
andrea-biggio,the-designers-foundry,designer,designers.affiliations
andrea-biggio,pangram-pangram,designer,designers.affiliations
andrea-biggio,aieou-tools,designer,designers.affiliations
andreu-balius,typerepublic,designer,designers.affiliations
arve-batevik,store-norske-skriftkompani,designer,designers.affiliations
brian-dove,big-fog,designer,designers.affiliations
brian-dove,big-fog-foundry,designer,designers.affiliations
brian-dove,blaze-type,designer,designers.affiliations
carlos-de-toro,dalton-maag,designer,designers.affiliations
barbara-bigosi,bold-monday,designer,designers.affiliations
andy-anzollitto,cast-type-foundry,designer,designers.affiliations
andy-anzollitto,tipofili,designer,designers.affiliations
antonia-cornelius,typemates,designer,designers.affiliations
antonina-samokhina,typetype-foundry,designer,designers.affiliations
atipo,atipo,designer,designers.affiliations
marko-hrastovec,hot-type,designer,designers.affiliations
marta-gaggi,aieou-tools,designer,designers.affiliations
martin-grasser,and-repeat,designer,designers.affiliations
mary-dyson,rosetta,designer,designers.affiliations
avril-ponce-de-leon,reset,designer,designers.affiliations
bruce-rogers,lanston-type-company,designer,designers.affiliations
titus-schulz-available-styles,bold-monday,designer,designers.affiliations
bernd-volmer,show-me-fonts,designer,designers.affiliations
bernd-volmer,hvd-fonts,designer,designers.affiliations
bruce-rotherham,p22-type-foundry,designer,designers.affiliations
caetano-calomino,flavia-zimbardi,designer,designers.affiliations
carima-el-behairy,p22-type-foundry,designer,designers.affiliations
chiachi-chao,lineto,designer,designers.affiliations
claes-nordenstam,letters-from-sweden,designer,designers.affiliations
clark-orr,fort-foundry,designer,designers.affiliations
andy-lethbridge,arillatype-studio,designer,designers.affiliations
christopher-simpkins,self-released,designer,designers.affiliations
connor-davenport,sharp-type,designer,designers.affiliations
constantin-pfeiffer,poem,designer,designers.affiliations
ts-fonts,ts-fonts,designer,designers.affiliations
nigel-bates,sociotype,designer,designers.affiliations
corey-holms,canada-type,designer,designers.affiliations
cornel-windlin,lineto,designer,designers.affiliations
cosimo-lorenzo-pancini,reber-r41,designer,designers.affiliations
cosimo-lorenzo-pancini,zetafonts,designer,designers.affiliations
craig-oldham,f37,designer,designers.affiliations
cyrus-highsmith,occupant-fonts,designer,designers.affiliations
cyrus-highsmith,frere-jones-type,designer,designers.affiliations
emilie-rigaud,a-is-for,designer,designers.affiliations
matthew-carter,carter-cone,Co-founder,designers.affiliations
matthew-carter,bitstream,Co-founder,designers.affiliations
mattox-shuler,fort-foundry,designer,designers.affiliations
fabrizio-schiavi,fabrizio-schiavi-design,designer,designers.affiliations
felix-bamforth,beam-type,designer,designers.affiliations
luke-charsley,weekend-type,designer,designers.affiliations
luke-charsley,f37,designer,designers.affiliations
luke-charsley,mass-driver,designer,designers.affiliations
luke-charsley,commercial-type,designer,designers.affiliations
andreas-uebele,nice-to-type,designer,designers.affiliations
ayaka-b-ito,flavia-zimbardi,designer,designers.affiliations
daniele-midena,reber-r41,designer,designers.affiliations
aleksandra-samu,bold-monday,designer,designers.affiliations
gen-ramirez,dualtype,designer,designers.affiliations
gen-ramirez,self-released,designer,designers.affiliations
gen-ramirez,kerns-cairns,designer,designers.affiliations
gen-ramirez,oh-no-type-co,designer,designers.affiliations
axel-pelletanche,ott-ornamental-title-type,designer,designers.affiliations
gia-tran,babelfont,designer,designers.affiliations
michael-c-place,f37,designer,designers.affiliations
michael-cina,public-type,designer,designers.affiliations
giulia-boggio,eponymous-studio,designer,designers.affiliations
giulia-boggio,alt-tf,designer,designers.affiliations
giulia-boggio,giulia-boggio,designer,designers.affiliations
giulia-boggio,gradient,designer,designers.affiliations
harriet-richardson,f37,designer,designers.affiliations
heejae-yang,ecal-typefaces,designer,designers.affiliations
mads-freund-brunse,or-type,designer,designers.affiliations
mads-wildgaard,bold-decisions,designer,designers.affiliations
michael-clasen,kimera,designer,designers.affiliations
baptiste-guesnon,bloom-type-foundry,designer,designers.affiliations
baptiste-guesnon,type-collider,designer,designers.affiliations
azza-alameddine,typetogether,designer,designers.affiliations
baptiste-lecanu,abc-etc,designer,designers.affiliations
bahman-eslami,cotype,designer,designers.affiliations
bahman-eslami,playtype,designer,designers.affiliations
bahman-eslami,indian-type-foundry,Type Designer,designers.affiliations
ilya-naumov,interval-type,designer,designers.affiliations
ilya-naumov,black-foundry,designer,designers.affiliations
ivan-gladkikh,typetype-foundry,designer,designers.affiliations
jaakko-suomalainen,helsinki-type-studio,designer,designers.affiliations
jack-llewellyn,nan,designer,designers.affiliations
milton-glaser,p22-type-foundry,designer,designers.affiliations
bea-korsh,bea-korsh,designer,designers.affiliations
ben-kiel,atf-collection,Contributor,designers.affiliations
ben-kiel,commercial-type,Designer,designers.affiliations
ben-kiel,xyz-type,Co-Founder,designers.affiliations
ben-kiel,house-industries,Designer,designers.affiliations
bastien-sozeau,noir-blanc-rouge,designer,designers.affiliations
beatrice-d-agostino,cast-type-foundry,designer,designers.affiliations
ben-hartley,black-foundry,designer,designers.affiliations
ben-hoepner,self-released,designer,designers.affiliations
dani-senso,self-released,designer,designers.affiliations
lewis-macdonald,polytype,designer,designers.affiliations
marian-bantjes,hamilton-wood-type-collection,designer,designers.affiliations
marian-bantjes,tiro-typeworks,designer,designers.affiliations
mariana-alen,sudtipos,designer,designers.affiliations
mariel-nils,velvetyne,designer,designers.affiliations
